Issue,Date,Words,Title,Author
Vol. 2 No. 14,17 July 1980,3264,English Marxists in dispute,Roy Porter
Vol. 2 No. 14,17 July 1980,212,Poem: ‘Lost Drawing’,Ruth Fainlight
Vol. 2 No. 14,17 July 1980,5960,Tom Nairn continues his examination of recent attempts to find in Gramsci’s writings a basis for left-wing opposition to Communism,Tom Nairn
Vol. 2 No. 15,7 August 1980,3097,Mrs Thatcher’s Instincts,Barbara Wootton
Vol. 2 No. 15,7 August 1980,2262,Cage’s Cage,Christopher Reid
Vol. 2 No. 15,7 August 1980,2348,A House and its Heads,Christopher Ricks
Vol. 2 No. 15,7 August 1980,2868,The Powyses,D.A.N. Jones
Vol. 2 No. 15,7 August 1980,1981,France’s Favourite Criminal,Douglas Johnson
Vol. 2 No. 15,7 August 1980,3456,Hitler at Heathrow,E.S. Shaffer
Vol. 2 No. 15,7 August 1980,2836,Father’ Things,Gabriele Annan
Vol. 2 No. 15,7 August 1980,1950,A Review of Grigson’s Verse,Graham Hough
Vol. 2 No. 15,7 August 1980,3057,Music on Radio and Television,Hans Keller
Vol. 2 No. 15,7 August 1980,238,Poem: ‘Frosty Poem’,James Michie
Vol. 2 No. 15,7 August 1980,6258,The Matljary Diary,J.P. Stern
Vol. 2 No. 15,7 August 1980,4174,Johnson’s Business,Keith Walker
Vol. 2 No. 15,7 August 1980,4332,Rise and Fall of Radio Features,Marilyn Butler
Vol. 2 No. 15,7 August 1980,227,Poem: ‘Heritage’,Martin Green
Vol. 2 No. 15,7 August 1980,1906,Honey and Water,Michael Irwin
Vol. 2 No. 15,7 August 1980,2572,Monsieur Montaillou,Rosalind Mitchison
Vol. 2 No. 15,7 August 1980,3856,Alexander Blok’s Beautiful Lady,T.J. Binyon
Vol. 2 No. 15,7 August 1980,183,Poem: ‘Presbyterian Study’,Tom Paulin
Vol. 2 No. 16,21 August 1980,5464,Her Man,Ahdaf Soueif
Vol. 2 No. 16,21 August 1980,2041,"Charles Villiers, who has recently retired as Chairman of the British Steel Corporation, on his experience of trade-union power",Charles Villiers
Vol. 2 No. 16,21 August 1980,234,Poem: ‘The Supreme Farewell of Handkerchiefs’,Clive James
Vol. 2 No. 16,21 August 1980,2606,Lessons for Civil Servants,David Marquand
Vol. 2 No. 16,21 August 1980,1291,Men at forty,Derek Mahon
Vol. 2 No. 16,21 August 1980,4273,Dante’s Mastery,Gabriel Josipovici
Vol. 2 No. 16,21 August 1980,2929,Feet on the mantelpiece,Hugh Lloyd-Jones
Vol. 2 No. 16,21 August 1980,2098,Horrors and Cream,Hugh Tulloch
Vol. 2 No. 16,21 August 1980,5834,Irrational Politics,Jon Elster
Vol. 2 No. 16,21 August 1980,2546,Cityscape with Figures,Julian Symons
Vol. 2 No. 16,21 August 1980,2125,Making history,Neal Ascherson
Vol. 2 No. 16,21 August 1980,4286,Into Apathy,Neil McKendrick
Vol. 2 No. 16,21 August 1980,2126,Prince Arthur,Paul Addison
Vol. 2 No. 16,21 August 1980,1461,Gringo,Penelope Fitzgerald
Vol. 2 No. 16,21 August 1980,2615,The British Disease,Peter Jenkins
Vol. 2 No. 16,21 August 1980,2204,Antigone in middle age,Peter Parsons
Vol. 2 No. 16,21 August 1980,2157,"From the standpoint of a traditional Conservative, Robert Blake looks at two converts",Robert Blake
Vol. 2 No. 16,21 August 1980,2054,Walking backward,Robert Taubman
Vol. 2 No. 16,21 August 1980,3082,Idi Roi,Victoria Brittain
Vol. 2 No. 17,4 September 1980,2116,Newton and God’s Truth,Christopher Hill
Vol. 2 No. 17,4 September 1980,5316,Wild about Misia,Clive James
Vol. 2 No. 17,4 September 1980,1722,Show Business,David Hare
Vol. 2 No. 17,4 September 1980,3488,My First Job,David Lodge
Vol. 2 No. 17,4 September 1980,2943,Tarot Triumph,Edmund Leach
Vol. 2 No. 17,4 September 1980,3624,Empress of India,Eric Stokes
Vol. 2 No. 17,4 September 1980,2492,Anne’s Powers,G.C. Gibbs
Vol. 2 No. 17,4 September 1980,3126,Homage to Braudel,Geoffrey Parker
Vol. 2 No. 17,4 September 1980,2085,On Aetna’s Top,Howard Erskine-Hill
Vol. 2 No. 17,4 September 1980,1966,English Protestantism,J.B. Trapp
Vol. 2 No. 17,4 September 1980,1628,Inside Out,John Bayley
Vol. 2 No. 17,4 September 1980,4020,Thinking the unthinkable,John Naughton
Vol. 2 No. 17,4 September 1980,1837,The Teaching Gene,J.Z. Young
Vol. 2 No. 17,4 September 1980,755,Seven Poems,Michael Hofmann
Vol. 2 No. 17,4 September 1980,2318,Traffaut’s Heroes,Richard Mayne
Vol. 2 No. 17,4 September 1980,2753,Kripke versus Kant,Richard Rorty
Vol. 2 No. 17,4 September 1980,1752,Us and Them,Robert Taubman
Vol. 2 No. 17,4 September 1980,6335,Controversy abating and credulity curbed?,Ronald Syme
Vol. 2 No. 17,4 September 1980,1895,The Glupovites,Virginia Llewellyn Smith
Vol. 2 No. 18,18 September 1980,2301,Official Secrecy,Andrew Boyle
Vol. 2 No. 18,18 September 1980,1634,Inventing Africa,Caroline Moorehead
Vol. 2 No. 18,18 September 1980,3642,Writing to rule,Claude Rawson
Vol. 2 No. 18,18 September 1980,2910,Lawrence Festival,Dan Jacobson
Vol. 2 No. 18,18 September 1980,3487,Kurt Weill in Europe and America,David Drew
Vol. 2 No. 18,18 September 1980,2974,Juliet,D.J. Enright
Vol. 2 No. 18,18 September 1980,2365,Gertrude,Graham Hough
Vol. 2 No. 18,18 September 1980,2234,Old Western Man,J.I.M. Stewart
Vol. 2 No. 18,18 September 1980,4497,Georgie,Karl Miller
Vol. 2 No. 18,18 September 1980,2192,Freedom,Lyndall Gordon
Vol. 2 No. 18,18 September 1980,1371,Living for ever,Mary Renault
Vol. 2 No. 18,18 September 1980,6345,Frege and Analytical Philosophy,Michael Dummett
Vol. 2 No. 18,18 September 1980,1831,Michael Hofmann on the steady state of Patricia Beer,Michael Hofmann
Vol. 2 No. 18,18 September 1980,2447,Walking among ghosts,Paul Fussell
Vol. 2 No. 18,18 September 1980,4281,The light that failed,Peter Clarke
Vol. 2 No. 18,18 September 1980,2732,Vile Bodies,Rosemary Dinnage
Vol. 2 No. 18,18 September 1980,208,Poem: ‘Changes’,Seamus Heaney
Vol. 2 No. 18,18 September 1980,1861,The Monte Lupo Story,Simon Schama
Vol. 2 No. 18,18 September 1980,1644,Art and Vulgarity,Tim Hilton
Vol. 2 No. 19,2 October 1980,4343,War and Peace,A.J.P. Taylor
Vol. 2 No. 19,2 October 1980,4680,Colette,Angela Carter
Vol. 2 No. 19,2 October 1980,2567,Liberties,Brigid Brophy
Vol. 2 No. 19,2 October 1980,3002,Hallo Dad,Christopher Ricks
Vol. 2 No. 19,2 October 1980,3330,Keeping Left,Edmund Dell
Vol. 2 No. 19,2 October 1980,2343,Out of Germany,E.S. Shaffer
Vol. 2 No. 19,2 October 1980,5156,Geoffrey and the Eskimo Child – a Gynaecological History,Fay Weldon
Vol. 2 No. 19,2 October 1980,2935,Goodbye to SOGAT,John Crawley
Vol. 2 No. 19,2 October 1980,2417,Rights,John Dunn
Vol. 2 No. 19,2 October 1980,2403,Copyright,John Sutherland
Vol. 2 No. 19,2 October 1980,2054,The Art of Arno Schmidt,Michael Irwin
Vol. 2 No. 19,2 October 1980,1962,"An author’s agent, Michael Sissons, calls for fewer books",Michael Sissons
Vol. 2 No. 19,2 October 1980,3232,Straw Ghosts,Nicholas Humphrey
Vol. 2 No. 19,2 October 1980,2758,Genette,Stephen Bann
Vol. 2 No. 19,2 October 1980,300,Two Poems,Ted Hughes
Vol. 2 No. 20,16 October 1980,2311,John Sturat Mill’s Forgotten Victory,Alasdair MacIntyre
Vol. 2 No. 20,16 October 1980,2556,The Myth of 1940,Angus Calder
Vol. 2 No. 20,16 October 1980,1281,Every inch a king,Antonia Fraser
Vol. 2 No. 20,16 October 1980,1116,Norman Bread,Christopher Holdsworth
Vol. 2 No. 20,16 October 1980,2949,Old Grove and New Grovers,Denis Arnold
Vol. 2 No. 20,16 October 1980,2306,Lost Empire,D.J. Enright
Vol. 2 No. 20,16 October 1980,113,Poem: ‘Saturday’,Douglas Dunn
Vol. 2 No. 20,16 October 1980,1808,Hating,Frances Donaldson
Vol. 2 No. 20,16 October 1980,1600,Hard Man,Ian Hamilton
Vol. 2 No. 20,16 October 1980,2039,In Praise of Follett,John Sutherland
Vol. 2 No. 20,16 October 1980,4722,Burke and Smith,Karl Miller
Vol. 2 No. 20,16 October 1980,4498,The Education of Philip French,Marilyn Butler
Vol. 2 No. 20,16 October 1980,1533,MacInnes’s London,Michael Mason
Vol. 2 No. 20,16 October 1980,1915,Bliss,Michael Neve
Vol. 2 No. 20,16 October 1980,1712,Merry Wife of Windsor,Patricia Beer
Vol. 2 No. 20,16 October 1980,3198,Characteristics of the Western European Family,Peter Laslett
Vol. 2 No. 20,16 October 1980,1478,Marriage,Philippe Ariès
Vol. 2 No. 20,16 October 1980,2126,Shelley in Season,Richard Holmes
Vol. 2 No. 20,16 October 1980,1974,The British Dimension,Rosalind Mitchison
Vol. 2 No. 20,16 October 1980,2279,Salons,William Thomas
Vol. 2 No. 20,16 October 1980,2016,Topographies,W.R. Mead
Vol. 2 No. 21,6 November 1980,2155,"To put down Richard, that sweet lovely rose",Alan Coren
Vol. 2 No. 21,6 November 1980,2703,The Idea of America,Alasdair MacIntyre
Vol. 2 No. 21,6 November 1980,1592,Reaganism,Anthony Holden
Vol. 2 No. 21,6 November 1980,1317,Garbo’s Secret,Brenda Maddox
Vol. 2 No. 21,6 November 1980,3618,To be continued,Brigid Brophy
Vol. 2 No. 21,6 November 1980,2684,Montereale,Christopher Hill
Vol. 2 No. 21,6 November 1980,3099,Blistering Attacks,Claude Rawson
Vol. 2 No. 21,6 November 1980,2874,What there is to tell,David Lodge
Vol. 2 No. 21,6 November 1980,115,Poem: ‘Burden’,D.J. Enright
Vol. 2 No. 21,6 November 1980,4322,Tennyson’s Nerves,Frank Kermode
Vol. 2 No. 21,6 November 1980,2994,Smell of Oil,Fred Halliday
Vol. 2 No. 21,6 November 1980,1706,Maria’s Mystery,Gabriele Annan
Vol. 2 No. 21,6 November 1980,2376,Participation in America,Geoffrey Hawthorn
Vol. 2 No. 21,6 November 1980,2100,Fortunes of War,Graham Hough
Vol. 2 No. 21,6 November 1980,1853,Gay’s the word,Hugo Williams
Vol. 2 No. 21,6 November 1980,2631,Conservatives,Neal Ascherson
Vol. 2 No. 21,6 November 1980,1537,How Venice worked,Peter Burke
Vol. 2 No. 21,6 November 1980,2331,Men at Sea,Robert Taubman
Vol. 2 No. 21,6 November 1980,2348,The Englishness of English,Roy Harris
Vol. 2 No. 22,20 November 1980,469,Poem: ‘The Renunciation’,Blake Morrison
Vol. 2 No. 22,20 November 1980,2757,English Fame and Irish Writers,Brian Moore
Vol. 2 No. 22,20 November 1980,2513,"Reason, Love and Life",Christopher Hill
Vol. 2 No. 22,20 November 1980,2066,Long Goodbye,Derek Mahon
Vol. 2 No. 22,20 November 1980,2586,The Silences of General de Gaulle,Douglas Johnson
Vol. 2 No. 22,20 November 1980,2446,The Duckworth School of Writers,Frank Kermode
Vol. 2 No. 22,20 November 1980,621,That Which is Hidden is That Which is Shown; That Which is Shown is That Which is Hidden,Gabriel Josipovici
Vol. 2 No. 22,20 November 1980,229,Poem: ‘Dickens and I*’,Gavin Ewart
Vol. 2 No. 22,20 November 1980,2065,A Foolish Christ,James McConica
Vol. 2 No. 22,20 November 1980,6409,Trained to silence,John Mepham
Vol. 2 No. 22,20 November 1980,3525,Settling down,Karl Miller
Vol. 2 No. 22,20 November 1980,1797,No Fear of Fanny,Marilyn Butler
Vol. 2 No. 22,20 November 1980,1996,Who knew?,Norman Stone
Vol. 2 No. 22,20 November 1980,2097,Moving in,Patricia Beer
Vol. 2 No. 22,20 November 1980,1975,Mount Amery,Paul Addison
Vol. 2 No. 22,20 November 1980,1726,A Secret Richness,Penelope Fitzgerald
Vol. 2 No. 22,20 November 1980,3022,Sartre,Pierre Bourdieu
Vol. 2 No. 22,20 November 1980,1990,Angels and Dirt,Robert Dingley
Vol. 2 No. 22,20 November 1980,2361,End of Story,Robert Taubman
Vol. 2 No. 22,20 November 1980,2028,Donne’s Reputation,Sarah Wintle
Vol. 2 No. 22,20 November 1980,3673,The Mole on Joyce’s Breast,Sean O’Faolain
Vol. 2 No. 23,4 December 1980,2096,Alan Coren,Alan Brien
Vol. 2 No. 23,4 December 1980,1782,Dear God,Claude Rawson
Vol. 2 No. 23,4 December 1980,986,Poem: ‘To Anthony Thwaite at Fifty’,Clive James
Vol. 2 No. 23,4 December 1980,2151,Michael Foot’s Fathers,D.A.N. Jones
Vol. 2 No. 23,4 December 1980,2777,Cairo Essays,Edmund Leach
Vol. 2 No. 23,4 December 1980,1634,Fizzles: Who Controls Henry James?,Emmanuel Le Roy Ladurie
Vol. 2 No. 23,4 December 1980,3973,The American literary critic Frederick Crews explains why he has rejected Freud,Frederick Crews
Vol. 2 No. 23,4 December 1980,1227,Ms Camel,Geoffrey Moorhouse
Vol. 2 No. 23,4 December 1980,1424,The Rise of Richard Adams,Graham Hough
Vol. 2 No. 23,4 December 1980,2884,Watching himself go by,John Lahr
Vol. 2 No. 23,4 December 1980,2074,Pugin’s Law,Mark Swenarton
Vol. 2 No. 23,4 December 1980,2510,Young Love,Mary-Kay Wilmers
Vol. 2 No. 23,4 December 1980,3534,Pilgrim’s Progress,Michael Davie
Vol. 2 No. 23,4 December 1980,2051,Humiliations,Michael Irwin
Vol. 2 No. 23,4 December 1980,795,Cynthia and Elise – an extract from Noël Coward’s unpublished play ‘Semi-Monde’,Noël Coward
Vol. 2 No. 23,4 December 1980,1486,Back to back,Peter Campbell
Vol. 2 No. 23,4 December 1980,2135,Gravity’s Python,Raymond Williams
Vol. 2 No. 23,4 December 1980,2693,Arabia Revisita,Reyner Banham
Vol. 2 No. 23,4 December 1980,2640,Seeing things,Rosemary Dinnage
Vol. 2 No. 23,4 December 1980,3126,Hardy’s Misery,Samuel Hynes
Vol. 2 No. 23,4 December 1980,2361,Dream of the Seventh Dominion,Stefan Collini
Vol. 2 No. 23,4 December 1980,1538,Accepting Freud,Stuart Hampshire
Vol. 2 No. 23,4 December 1980,368,Poem: ‘Nymet’,Ted Hughes
Vol. 2 No. 24,18 December 1980,1998,Finding out about things,Alan Bell
Vol. 2 No. 24,18 December 1980,2871,Plays for Puritans,Anne Barton
Vol. 2 No. 24,18 December 1980,3110,The Future of the Labour Party,Barbara Wootton
Vol. 2 No. 24,18 December 1980,158,Poem: ‘Songs of Praise’,Derek Mahon
Vol. 2 No. 24,18 December 1980,2431,Englishing Ourselves,F.W.J. Hemmings
Vol. 2 No. 24,18 December 1980,1501,Efficiency,Geoffrey Wheatcroft
Vol. 2 No. 24,18 December 1980,2581,Gods and Heroes,Hugh Lloyd-Jones
Vol. 2 No. 24,18 December 1980,505,Ghost Artists,J.I.M. Stewart
Vol. 2 No. 24,18 December 1980,2021,Gainsborough’s Woodmen,John Barrell
Vol. 2 No. 24,18 December 1980,4001,The Best of Betjeman,John Bayley
Vol. 2 No. 24,18 December 1980,2228,Why the Green Revolution failed,John Naughton
Vol. 2 No. 24,18 December 1980,3504,Masters of Art,John Sutherland
Vol. 2 No. 24,18 December 1980,2315,Landau and his School,John Ziman
Vol. 2 No. 24,18 December 1980,1062,Typical CIA,Ken Follett
Vol. 2 No. 24,18 December 1980,2091,Art and Revolution,Norman Hampson
Vol. 2 No. 24,18 December 1980,3011,Pity the monsters,Richard Altick
Vol. 2 No. 24,18 December 1980,1983,From Script to Scream,Richard Mayne
Vol. 2 No. 24,18 December 1980,2061,Great Tradition,Robert Barnard
Vol. 2 No. 24,18 December 1980,1977,Ambitions,Robert Blake
Vol. 2 No. 24,18 December 1980,2696,Buchan’s Pathological Vitality,T.J. Binyon
Vol. 3 No. 1,22 January 1981,2606,What is what,A.J. Ayer
Vol. 3 No. 1,22 January 1981,923,Bored Hero,Alan Bell
Vol. 3 No. 1,22 January 1981,3439,"Bernard Crick, author of the life of Orwell which is reviewed in this issue, gives his opinion of the Labour Left",Bernard Crick
Vol. 3 No. 1,22 January 1981,1053,Critical Bibliography,Blair Worden
Vol. 3 No. 1,22 January 1981,2244,In search of Eaffry Johnson,Brigid Brophy
Vol. 3 No. 1,22 January 1981,1087,Counting signatures,Christopher Hill
Vol. 3 No. 1,22 January 1981,299,Poem: ‘A Free Translation’,Craig Raine
Vol. 3 No. 1,22 January 1981,3052,Nemesis,David Marquand
Vol. 3 No. 1,22 January 1981,1875,"Love, Peace and Horror",Edmund Leach
Vol. 3 No. 1,22 January 1981,3655,The Essential Orwell,Frank Kermode
Vol. 3 No. 1,22 January 1981,2098,Maria Isabel,Graham Hough
Vol. 3 No. 1,22 January 1981,3164,Antediluvianism,J.M. Roberts
Vol. 3 No. 1,22 January 1981,1549,Back to Byzantium,John Thompson
Vol. 3 No. 1,22 January 1981,2471,Death of a Poet,Karl Miller
Vol. 3 No. 1,22 January 1981,3289,Keith Middlemas on the history of Ireland,Keith Middlemas
Vol. 3 No. 1,22 January 1981,3578,Reviewers,Marilyn Butler
Vol. 3 No. 1,22 January 1981,2023,World History,Maxine Berg
Vol. 3 No. 1,22 January 1981,4264,Taylorism,Norman Stone
Vol. 3 No. 1,22 January 1981,4121,Burke and History,Owen Dudley Edwards
Vol. 3 No. 1,22 January 1981,2526,Signs of the ‘Times’,Peter Jenkins
Vol. 3 No. 1,22 January 1981,4284,Rosalind Mitchison on the history of Scotland,Rosalind Mitchison
Vol. 3 No. 2,5 February 1981,717,Lennon Texts,Alan Price
Vol. 3 No. 2,5 February 1981,2457,Dr Küng’s Fiasco,Alasdair MacIntyre
Vol. 3 No. 2,5 February 1981,2613,Poetry and Soda,Barbara Everett
Vol. 3 No. 2,5 February 1981,2119,Funnies,Caroline Moorehead
Vol. 3 No. 2,5 February 1981,1634,Purloined Author,Claude Rawson
Vol. 3 No. 2,5 February 1981,3997,Malcolm and the Masses,Clive James
Vol. 3 No. 2,5 February 1981,2868,Alpha and Omega,Dan Jacobson
Vol. 3 No. 2,5 February 1981,3568,Hitler and History,Hans Keller
Vol. 3 No. 2,5 February 1981,2950,Interpretation of Dreams,Harold James
Vol. 3 No. 2,5 February 1981,3613,Ian McEwan writes about his television plays,Ian McEwan
Vol. 3 No. 2,5 February 1981,2171,Futures,John Dunn
Vol. 3 No. 2,5 February 1981,1637,Why bother about politics?,Jon Elster
Vol. 3 No. 2,5 February 1981,7312,Günter Grass’s Uniqueness,J.P. Stern
Vol. 3 No. 2,5 February 1981,2410,Sexual Politics,Michael Neve
Vol. 3 No. 2,5 February 1981,1501,The Loneliness Thing,Peter Campbell
Vol. 3 No. 2,5 February 1981,1935,Casualty Reports,Robert Taubman
Vol. 3 No. 2,5 February 1981,2885,Lennon’s Confessions,Russell Davies
Vol. 3 No. 2,5 February 1981,157,Poem: ‘The Loaning’,Seamus Heaney
Vol. 3 No. 2,5 February 1981,1828,Escaping from Belfast,V.S. Pritchett
Vol. 3 No. 3,19 February 1981,2656,A History,Allan Massie
Vol. 3 No. 3,19 February 1981,260,Poem: ‘The Carpet Sweeper’,Carol Rumens
Vol. 3 No. 3,19 February 1981,1979,Scandal’s Hostages,Claire Tomalin
Vol. 3 No. 3,19 February 1981,1249,Coping,David Armstrong
Vol. 3 No. 3,19 February 1981,3124,Incidence of Incest,Edmund Leach
Vol. 3 No. 3,19 February 1981,2622,Security,Elspeth Davie
Vol. 3 No. 3,19 February 1981,1479,Travelling Hero,G.R. Wilson Knight
Vol. 3 No. 3,19 February 1981,2219,People’s War,John Ellis
Vol. 3 No. 3,19 February 1981,2313,Late Capote,Julian Barnes
Vol. 3 No. 3,19 February 1981,2169,Embarrassment and Loss,Marghanita Laski
Vol. 3 No. 3,19 February 1981,3375,History on Trial,Mark Elvin
Vol. 3 No. 3,19 February 1981,1747,Reconstructions,Michael Irwin
Vol. 3 No. 3,19 February 1981,2416,Wittgenstein’s Bag of Raisins,Norman Malcolm
Vol. 3 No. 3,19 February 1981,1663,No Smoking,Paul Kline
Vol. 3 No. 3,19 February 1981,122,Poem: ‘from Last Poems’,Paul Muldoon
Vol. 3 No. 3,19 February 1981,1293,Raymond and Saxon and Maynard and …,Penelope Lively
Vol. 3 No. 3,19 February 1981,1950,Born Again,Phillip Whitehead
Vol. 3 No. 3,19 February 1981,2298,Disjunction and Analysis,Ralf Dahrendorf
Vol. 3 No. 3,19 February 1981,1663,Public Words,Randolph Quirk
Vol. 3 No. 3,19 February 1981,3670,Beyond Nietzsche and Marx,Richard Rorty
Vol. 3 No. 3,19 February 1981,1640,Big Acts,Ross McKibbin
Vol. 3 No. 3,19 February 1981,2512,Comet Mania,Simon Schaffer
Vol. 3 No. 3,19 February 1981,2108,The Pain of History,Stephen Brook
Vol. 3 No. 3,19 February 1981,192,Poem: ‘The Elements at Spartylea’,Vicki Feaver
Vol. 3 No. 4,5 March 1981,1882,Lotus and Seed Corn,Austin Mitchell
Vol. 3 No. 4,5 March 1981,4460,Good History,Christopher Hill
Vol. 3 No. 4,5 March 1981,224,Poem: ‘Explanation’,D.J. Enright
Vol. 3 No. 4,5 March 1981,2288,"Blessed, Beastly Place",Douglas Dunn
Vol. 3 No. 4,5 March 1981,2631,Grey Eminence,Edward Said
Vol. 3 No. 4,5 March 1981,3050,Misguided Tom,Eric Stokes
Vol. 3 No. 4,5 March 1981,2534,A Human Kafka,Gabriel Josipovici
Vol. 3 No. 4,5 March 1981,2478,Idaho,Graham Hough
Vol. 3 No. 4,5 March 1981,487,Poem: ‘War Poem’,Heathcote Williams
Vol. 3 No. 4,5 March 1981,2366,Beyond Everyday Life,Julian Symons
Vol. 3 No. 4,5 March 1981,1660,Guilty Men,Michael Neve
Vol. 3 No. 4,5 March 1981,6583,Revolution in Poland,Michael Szkolny
Vol. 3 No. 4,5 March 1981,1561,What the doctor saw,Peter Ackroyd
Vol. 3 No. 4,5 March 1981,1391,Centralisation,Peter Burke
Vol. 3 No. 4,5 March 1981,1532,History’s Revenges,Peter Clarke
Vol. 3 No. 4,5 March 1981,2517,Off-Screen Drama,Richard Mayne
Vol. 3 No. 4,5 March 1981,2636,Counting weapons,Rudolf Peierls
Vol. 3 No. 4,5 March 1981,1782,Redesigning Cambridge,Sheldon Rothblatt
Vol. 3 No. 4,5 March 1981,2523,The Lesson of Swaffham Down,W.R. Mead
Vol. 3 No. 5,19 March 1981,1289,Saving the appearances,A.J. Ayer
Vol. 3 No. 5,19 March 1981,2679,Homage to Ezra Pound,C.K. Stead
Vol. 3 No. 5,19 March 1981,2102,Barclay’s War,David Chandler
Vol. 3 No. 5,19 March 1981,1997,The Nephew,David Thomson
Vol. 3 No. 5,19 March 1981,3671,Crazy America,Edward Said
Vol. 3 No. 5,19 March 1981,2584,In Search of People’s History,Eric Hobsbawm
Vol. 3 No. 5,19 March 1981,2606,Accountability,Harold Lever
Vol. 3 No. 5,19 March 1981,2038,Theories of Myth,Hugh Lloyd-Jones
Vol. 3 No. 5,19 March 1981,1535,Plumping,J.I.M. Stewart
Vol. 3 No. 5,19 March 1981,172,Poem: ‘Holy Mountain’,John Holloway
Vol. 3 No. 5,19 March 1981,3474,Proust Regained,John Sturrock
Vol. 3 No. 5,19 March 1981,4319,Making strange,John Sutherland
Vol. 3 No. 5,19 March 1981,2105,Catholics and Marxists,Malcolm Deas
